,Discriminacao,Dificuldade,Adivinhacao
V1,3.882,-1.923,0.0
V2,2.09,-2.502,0.0
V3,4.602,-2.036,0.0
V4,2.941,-2.126,0.0
V5,1.231,-2.189,0.0
V6,2.834,-2.062,0.0
V7,0.624,28.284,0.496
V8,3.311,-1.912,0.0
V9,1280.17,-1.034,0.524
V10,-0.124,3.108,0.0
V11,1.741,-0.339,0.415
V12,-0.81,-2.284,0.0
V13,807.381,-2.047,0.0
V14,4.616,-2.035,0.0
V15,-1.435,-2.44,0.0
V16,0.282,-3.886,0.0
V17,732.504,-2.048,0.0
V18,0.506,-1.039,0.0
V19,1.001,-2.213,0.0
V20,2.803,-1.991,0.0
V21,1.983,-2.244,0.0
V22,3.857,-2.003,0.0
V23,0.824,-2.468,0.0
V24,232.972,-2.052,0.0
V25,2.968,-1.962,0.0
V26,571.168,-2.05,0.0
V27,583.099,-2.049,0.0
V28,2.102,-2.111,0.0
V29,-0.683,-2.38,0.0
V30,636.637,-2.049,0.0
V31,4.628,-2.034,0.0
V32,-0.456,-0.989,0.0
V33,2.569,-2.212,0.0
V34,1.111,-1.45,0.0
V35,2.321,-2.113,0.0
V36,2.179,-2.247,0.0
V37,2.502,-2.141,0.0
V38,-0.262,-0.927,0.0
V39,1.944,-1.515,0.0
V40,0.541,-3.365,0.0
V41,982.632,-0.68,0.262
V42,0.368,-1.618,0.0
V43,-0.396,-15.92,0.315
V44,3.833,-1.858,0.0
V45,30.52,1.575,0.451
V46,722.502,-2.048,0.0
V47,474.889,-1.36,0.428
V48,4.518,-1.303,0.55
V49,462.439,-0.681,0.412
V50,0.298,-2.839,0.0
V51,433.763,-2.051,0.0
V52,0.306,-0.515,0.0
V53,732.596,-2.048,0.0
V54,617.257,-2.049,0.0
V55,-1.104,-2.203,0.0
V56,636.652,-2.049,0.0
V57,1.519,-2.137,0.0
V58,2.673,-2.286,0.0
V59,3.855,-2.004,0.0
V60,3.299,-2.407,0.0
V61,233.012,-2.052,0.0
V62,617.267,-2.049,0.0
V63,2.354,-2.101,0.0
