Metodo,Acuracia
GaussianNB,0.6457142857142857
BernoulliNB,0.5385714285714286
KNeighborsClassifier(2),0.7857142857142858
KNeighborsClassifier(3),0.7514285714285714
KNeighborsClassifier(5),0.71
KNeighborsClassifier(8),0.6342857142857142
DecisionTreeClassifier(),0.6752380952380952
RandomForestClassifier(3_estimators),0.6680952380952381
RandomForestClassifier(5_estimators),0.7566666666666666
RandomForestClassifier,0.7923809523809523
SVM,0.7585714285714287
MLPClassifier,0.7866666666666667
rand1,0.5079365079365079
rand2,0.5555555555555556
rand3,0.5238095238095238
majoritario,0.5396825396825397
minoritario,0.4603174603174603
pessimo,0.0
otimo,1.0
